Product Name,Price,Rating,Reviews,Link
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"1,899",4.4,425,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDg2ODE1MDQ2MTExMzI5OjE2NzUzNjE0NzQ6c3BfYnRmOjIwMDk4NDY0Mjg5Nzk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",998,3.9,684,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDA1NjI5MjY5OTQ0NDQ5OjE2NzUzNjE0NzU6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361475%26sprefix%3Dba%252Caps%252C283%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue),"1,424",4.3,"7,643",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDA1NjI5MjY5OTQ0NDQ5OjE2NzUzNjE0NzU6c3BfYXRmX25leHQ6MjAxMDc1NjMwNTA5OTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361475%26sprefix%3Dba%252Caps%252C283%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,"2,126",https://www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-19
"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",839,4.2,"7,579",https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-20
Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,798,4.1,911,https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-21
Half Moon Strike 35L Unisex Spacious School/ Laptop/ College/ Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.6,44,https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-22
Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,249,3.7,"5,922",https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-23
"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",299,4.1,"7,630",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-24
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,239,4.0,"1,983",https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-25
Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port,799,4.0,"10,537",https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-26
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,798,3.5,10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDA1NjI5MjY5OTQ0NDQ5OjE2NzUzNjE0NzU6c3BfbXRmOjIwMTA0MTQwMjY0Mjk4OjowOjo&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361475%26sprefix%3Dba%252Caps%252C283%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"1,899",4.4,425,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDA1NjI5MjY5OTQ0NDQ5OjE2NzUzNjE0NzU6c3BfbXRmOjIwMDk4NDY0Mjg5Nzk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361475%26sprefix%3Dba%252Caps%252C283%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",356,4.1,"7,630",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-29
"INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap, 32L x 13B x 30H cm","1,399",4.1,"6,803",https://www.amazon.in/Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-30
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",689,3.9,"2,688",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-31
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,"1,039",4.4,"5,328",https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-32
Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,589,3.6,343,https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-33
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",489,3.8,"9,820",https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-34
Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,510,5.0,2,https://www.amazon.in/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QM2GD/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-35
"POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack , Water Resistant and Light Weight, 1 year Warranty",549,3.9,"8,344",https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1675361475&sprefix=ba%2Caps%2C283&sr=8-36
Cosmus ACE Casual Navy 45 cm 22 Ltr Laptop Backpack Bag,718,3.9,120,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDA1NjI5MjY5OTQ0NDQ5OjE2NzUzNjE0NzU6c3BfYnRmOjIwMDU2MTA2NzQ2NDA2OjowOjo&url=%2FCosmus-Casual-Navy-Laptop-Backpack%2Fdp%2FB08R7M639Z%2Fref%3Dsr_1_37_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361475%26sprefix%3Dba%252Caps%252C283%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9,"8,758",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDA1NjI5MjY5OTQ0NDQ5OjE2NzUzNjE0NzU6c3BfYnRmOjIwMDI4MzQ3OTY5Nzk4OjowOjo&url=%2FLunars-Bingo-Laptop-Resistant-48L%2Fdp%2FB08YZ5XY31%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361475%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),689,3.9,"14,910",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzUxMDg5MjQxODg6MTY3NTM2MTQ3NzpzcF9hdGZfbmV4dDoyMDAzNDM5OTk2MDQ5ODo6MDo6&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361477%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",998,3.9,684,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzUxMDg5MjQxODg6MTY3NTM2MTQ3NzpzcF9hdGZfbmV4dDoyMDEwNDE0MDI2MzY5ODo6MDo6&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361477%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","1,599",4.4,373,https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-35
American Tourister Casual Backpack,"1,239",4.1,"14,190",https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-36
Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,999,4.0,"5,790",https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-37
Half Moon Strike 35L Unisex Spacious School/ Laptop/ College/ Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.6,44,https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-38
"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",664,4.4,810,https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-39
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",689,3.9,"2,688",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-40
Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port,799,4.0,"10,537",https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-41
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,"1,039",4.4,"5,328",https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-42
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,798,3.5,10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzUxMDg5MjQxODg6MTY3NTM2MTQ3NzpzcF9tdGY6MjAxMDQxNDAyNjQyOTg6OjA6Og&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361477%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"1,899",4.4,425,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzUxMDg5MjQxODg6MTY3NTM2MTQ3NzpzcF9tdGY6MjAwOTg0NjQyODk3OTg6OjA6Og&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361477%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
PETRICE Multifunctional Travel Bag Extra Large Makeup Organiser with Hook (Navy Blue),499,4.2,"1,772",https://www.amazon.in/PETRICE-Multifunctional-Travel-Makeup-Organiser/dp/B07W22LC2D/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-45
"ZANIC'S Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags (Pink)",749,4.4,26,https://www.amazon.in/Capacity-Cosmetic-Portable-Cosmetics-Organizer/dp/B0BR123Z9J/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-46
Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),"1,444",4.4,"1,885",https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-47
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299,4.0,"17,773",https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-48
Skybags Brat Sea Green 46 Cms Casual Backpack,669,4.1,871,https://www.amazon.in/Skybags-Brat-Green-Casual-Backpack/dp/B08Z21W4TG/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-49
NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag,449,4.2,"7,166",https://www.amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-50
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",512,4.0,348,https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-51
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Black),529,4.2,"3,669",https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1675361477&sprefix=ba%2Caps%2C283&sr=8-52
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L","1,196",4.2,"2,166",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzUxMDg5MjQxODg6MTY3NTM2MTQ3NzpzcF9idGY6MjAwNDMzMjExMzY2MDY6OjA6Og&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361477%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Cosmus ACE Casual Navy 45 cm 22 Ltr Laptop Backpack Bag,718,3.9,120,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzUxMDg5MjQxODg6MTY3NTM2MTQ3NzpzcF9idGY6MjAwNTYxMDY3NDY0MDY6OjA6Og&url=%2FCosmus-Casual-Navy-Laptop-Backpack%2Fdp%2FB08R7M639Z%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361477%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",998,3.9,684,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYyOTIyODI4Mzg3NDE2OjE2NzUzNjE0Nzg6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361478%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,798,3.5,10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYyOTIyODI4Mzg3NDE2OjE2NzUzNjE0Nzg6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjQyOTg6OjA6Og&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361478%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",512,4.0,348,https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-51
Boldfit Waist Bag for Men Travel Bag for Men Chest Bag for Men Travel Fanny Pack for Men Waist Bag for Women Side Bag for Men Travel Accessories / Pouch / Hand Purse. Mobile Bag / Money Bag - Black,399,4.9,275,https://www.amazon.in/Boldfit-Travel-Accessories-Purse-Mobile/dp/B0BJZQ3ZR9/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-52
Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,249,3.7,"5,922",https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-53
"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,3.8,628,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-54
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)",512,4.0,348,https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-55
"WILD MODA Women's Shoulder Bag, Set of 1",849,4.3,"3,316",https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-56
"Tabelito® Casual Laptop Bag 15.6-inch(39.6cm), 25 LTR Water Repellent Backpack Office College School Business Travel Bags for Men Women Boys & Girls (Blue)",548,4.2,"1,499",https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3KCN32/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-57
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299,4.0,"17,773",https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-58
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"1,899",4.4,425,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYyOTIyODI4Mzg3NDE2OjE2NzUzNjE0Nzg6c3BfbXRmOjIwMDk4NDY0Mjg5Nzk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361478%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue),"1,424",4.3,"7,643",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYyOTIyODI4Mzg3NDE2OjE2NzUzNjE0Nzg6c3BfbXRmOjIwMTA3NTYzMDUwOTk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361478%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","1,599",4.4,373,https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-61
Sfane polyester 23 cms Duffle Bag(BG - 05 HALF LTSHOE COMPTT_grey),377,4.3,"6,317",https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1675361478&sprefix=ba%2Caps%2C283&sr=8-62
